															
		Database													
656	555	Darmanitan: (Galarian Standard Mode)	ICE		UNOVA	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_555_31.png	588
657	555	Darmanitan: (Galarian Zen Mode)	ICE	FIRE	UNOVA	GALAR	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_555_31.png	10000
658	556	Maractus	GRASS		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_556_00.png	589
659	557	Dwebble	BUG	ROCK	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_557_00.png	590
660	558	Crustle	BUG	ROCK	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_558_00.png	591
661	559	Scraggy	DARK	FIGHTING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_559_00.png	592
662	560	Scrafty	DARK	FIGHTING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_560_00.png	593
663	561	Sigilyph	PSYCHIC	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_561_00.png	594
664	562	Yamask	GHOST		UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_562_00.png	595
665	562	Yamask: (Galarian)	GHOST	GROUND	UNOVA	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_562_31.png	596
666	563	Cofagrigus	GHOST		UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_563_00.png	597
667	564	Tirtouga	WATER	ROCK	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_564_00.png	598
668	565	Carracosta	WATER	ROCK	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_565_00.png	599
669	566	Archen	ROCK	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_566_00.png	600
670	567	Archeops	ROCK	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_567_00.png	601
671	568	Trubbish	POISON		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_568_00.png	602
672	569	Garbodor	POISON		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_569_00.png	603
673	570	Zorua	DARK		UNOVA		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_570_00.png	10000
674	571	Zoroark	DARK		UNOVA		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_571_00.png	10000
675	572	Minccino	NORMAL		UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_572_00.png	604
676	573	Cinccino	NORMAL		UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_573_00.png	605
677	574	Gothita	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_574_00.png	606
678	575	Gothorita	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_575_00.png	607
679	576	Gothitelle	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_576_00.png	608
680	577	Solosis	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_577_00.png	609
681	578	Duosion	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_578_00.png	610
682	579	Reuniclus	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_579_00.png	611
683	580	Ducklett	WATER	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_580_00.png	612
684	581	Swanna	WATER	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_581_00.png	613
685	582	Vanillite	ICE		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_582_00.png	614
686	583	Vanillish	ICE		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_583_00.png	615
687	584	Vanilluxe	ICE		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_584_00.png	616
688	585	Deerling	NORMAL	GRASS	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_585_11.png	617
689	586	Sawsbuck	NORMAL	GRASS	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_586_11.png	618
690	587	Emolga	ELECTRIC	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_587_00.png	619
691	588	Karrablast	BUG		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_588_00.png	620
692	589	Escavalier	BUG	STEEL	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_589_00.png	621
693	590	Foongus	GRASS	POISON	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_590_00.png	622
694	591	Amoonguss	GRASS	POISON	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_591_00.png	623
695	592	Frillish	WATER	GHOST	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_592_00.png	624
696	593	Jellicent	WATER	GHOST	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_593_00.png	625
697	594	Alomomola	WATER		UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_594_00.png	626
698	595	Joltik	BUG	ELECTRIC	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_595_00.png	627
699	596	Galvantula	BUG	ELECTRIC	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_596_00.png	628
700	597	Ferroseed	GRASS	STEEL	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_597_00.png	629
701	598	Ferrothorn	GRASS	STEEL	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_598_00.png	630
702	599	Klink	STEEL		UNOVA		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_599_00.png	631
703	600	Klang	STEEL		UNOVA		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_600_00.png	632
704	601	Klinklang	STEEL		UNOVA		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_601_00.png	633
705	602	Tynamo	ELECTRIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_602_00.png	634
706	603	Eelektrik	ELECTRIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_603_00.png	635
707	604	Eelektross	ELECTRIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_604_00.png	636
708	605	Elgyem	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_605_00.png	637
709	606	Beheeyem	PSYCHIC		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_606_00.png	638
710	607	Litwick	GHOST	FIRE	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_607_00.png	639
711	608	Lampent	GHOST	FIRE	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_608_00.png	640
712	609	Chandelure	GHOST	FIRE	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_609_00.png	641
713	610	Axew	DRAGON		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_610_00.png	642
714	611	Fraxure	DRAGON		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_611_00.png	643
715	612	Haxorus	DRAGON		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_612_00.png	644
716	613	Cubchoo	ICE		UNOVA	COSTUME	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_613_00.png	645
717	614	Beartic	ICE		UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_614_00.png	646
718	615	Cryogonal	ICE		UNOVA		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_615_00.png	647
719	616	Shelmet	BUG		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_616_00.png	648
720	617	Accelgor	BUG		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_617_00.png	649
721	618	Stunfisk	GROUND	ELECTRIC	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_618_00.png	650
722	618	Stunfisk: (Galarian)	GROUND	STEEL	UNOVA	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_618_31.png	651
723	619	Mienfoo	FIGHTING		UNOVA		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_619_00.png	10000
724	620	Mienshao	FIGHTING		UNOVA		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_620_00.png	10000
725	621	Druddigon	DRAGON		UNOVA		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_621_00.png	10000
726	622	Golett	GROUND	GHOST	UNOVA		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_622_00.png	652
727	623	Golurk	GROUND	GHOST	UNOVA		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_623_00.png	653
728	624	Pawniard	DARK	STEEL	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_624_00.png	654
729	625	Bisharp	DARK	STEEL	UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_625_00.png	655
730	626	Bouffalant	NORMAL		UNOVA		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_626_00.png	656
731	627	Rufflet	NORMAL	FLYING	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	MALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_627_00.png	657
732	628	Braviary	NORMAL	FLYING	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	MALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_628_00.png	658
733	629	Vullaby	DARK	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_629_00.png	659
734	630	Mandibuzz	DARK	FLYING	UNOVA		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_630_00.png	660
735	631	Heatmor	FIRE		UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_631_00.png	661
736	632	Durant	BUG	STEEL	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_632_00.png	662
737	633	Deino	DARK	DRAGON	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_633_00.png	663
738	634	Zweilous	DARK	DRAGON	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_634_00.png	664
739	635	Hydreigon	DARK	DRAGON	UNOVA		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_635_00.png	665
740	636	Larvesta	BUG	FIRE	UNOVA		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_636_00.png	10000
741	637	Volcarona	BUG	FIRE	UNOVA		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_637_00.png	10000
742	638	Cobalion	STEEL	FIGHTING	UNOVA	LEGENDARY	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_638_00.png	666
743	639	Terrakion	ROCK	FIGHTING	UNOVA	LEGENDARY	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_639_00.png	667
744	640	Virizion	GRASS	FIGHTING	UNOVA	LEGENDARY	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_640_00.png	668
745	641	Tornadus: (Incarnate Forme)	FLYING		UNOVA	LEGENDARY	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_641_00.png	669
746	641	Tornadus: (Therian Forme)	FLYING		UNOVA	LEGENDARY	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_641_00.png	670
747	642	Thundurus: (Incarnate Forme)	ELECTRIC	FLYING	UNOVA	LEGENDARY	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_642_00.png	671
